RecordID,Name,NameAlphabetized,Name - HOO,OperationalStatus,PreliminaryOrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,NYC.gov Agency Directory,Name - CPO,Name - Checkbook,Name - Greenbook,Name - NYC Open Data Portal,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - ODA,Name - Ops,Name - WeGov
FINAL_REC_000088,Staten Island Historical Society,Staten Island Historical Society,,Active,Non-Governmental Organization,,https://www.historicrichmondtown.org/boardofdirectors,,,,,,,,,,,Cultural Institutions Group,False,,,,,,,,CIG - Staten Island Historical Society,
FINAL_REC_000089,Staten Island Museum,Staten Island Museum,,Active,Non-Governmental Organization,,https://www.statenislandmuseum.org/,,SIIAS,,,,,,,,,Cultural Institutions Group,False,,,,,,,,CIG - Staten Island Museum (also known as SIIAS),
FINAL_REC_000090,Staten Island Zoological Society,Staten Island Zoological Society,,Active,Non-Governmental Organization,,https://www.nycgovparks.org/about/history/zoos/staten-island-zoo,,,,,,,,,,,Cultural Institutions Group,False,,,,,,,,CIG - Staten Island Zoological Society,
FINAL_REC_000091,Studio Museum in Harlem,Studio Museum in Harlem,,Active,Non-Governmental Organization,,https://studiomuseum.org/trustees,,,,,,,,,,,Cultural Institutions Group,False,,,,,,,,CIG - Studio Museum in Harlem,
FINAL_REC_000092,Wave Hill,Wave Hill,,Active,Non-Governmental Organization,,https://www.wavehill.org/support/board-and-friends,,,,,,,,,,,Cultural Institutions Group,False,,,,,,,,CIG - Wave Hill,
FINAL_REC_000093,Weeksville Heritage Center,Weeksville Heritage Center,,Active,Non-Governmental Organization,,,,,,,,,,,,,Cultural Institutions Group,False,,,,,,,,CIG - Weeksville Heritage Center,
FINAL_REC_000094,Wildlife Conservation Society,Wildlife Conservation Society,,Active,Non-Governmental Organization,,https://www.wcs.org/about-us/management,,,,,,,,,,,Cultural Institutions Group,False,,,,,,,,CIG - Wildlife Conservation Society,
FINAL_REC_000095,Citizens' Advisory Committee,Citizens' Advisory Committee,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,2017.0,,,,,,False,,,,,,,,Citizens' Advisory Committee (DCLA),
FINAL_REC_000096,City Commission on Human Rights,"Human Rights, Commission on","Human Rights, City Commission on (CCHR)",Active,"Advisory, Oversight, or Regulatory Body","The New York City Commission on Human Rights is charged with the enforcement of the Human Rights Law, Title 8 of the Administrative Code of the City of New York, and with educating the public and encouraging positive community relations. ",https://www.nyc.gov/site/cchr/index.page,,CCHR,,226.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+on+Human+Rights+%28CCHR%29,1955.0,Annabel Palma,Commissioner,https://www.nyc.gov/site/cchr/about/email-the-commissioner.page,,,True,Commission on Human Rights,Commission on Human Rights,"Human Rights, Commission on",Commission on Human Rights (CCHR),"Human Rights, City Commission on (CCHR)","Human Rights, City Commission on (CCHR)",City Commission on Human Rights (CCHR),City Commission on Human Rights,Commission on Human Rights
FINAL_REC_000097,City Council,City Council,"City Council, New York",Active,Elected Office,"The Council monitors the operation and performance of city agencies, makes land use decisions and has sole responsibility for approving the city's budget. It also legislates on a wide range of other subjects. The Council is an equal partner with the Mayor in the governing of New York City.",https://council.nyc.gov/,,NYCC,,102.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=City+Council+%28NYCC%29,1653.0,Adrienne Adams,Speaker,Non-existant,To find more info on individual City Council Districts visit https://council.nyc.gov/districts/,,True,,City Council,City Council,City Council (NYCC),"City Council, New York","City Council, New York",City Council (NYCC),City Council,City Council
FINAL_REC_000098,City Planning Commission,City Planning Commission,,Active,"Advisory, Oversight, or Regulatory Body",,https://www.nyc.gov/site/planning/about/commission.page,,,,,,1936.0,,,,,,True,,,City Planning Commission,,,,,City Planning Commission,City Planning Commission
FINAL_REC_000099,City University of New York,City University of New York,City University of New York (CUNY),Active,Non-Mayoral Agency,"The City University of New York (CUNY) is the largest urban university in the US, serving more than 400,000 students.",https://www.cuny.edu/,,CUNY,,42.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=City+University+of+New+York+%28CUNY%29,1847.0,Felix V. Matos Rodriguez,Chancellor,https://www.cuny.edu/contact-us/,,,True,,City University of New York,City University of New York,City University of New York (CUNY),City University of New York (CUNY),City University of New York (CUNY),City University of New York (CUNY),CUNY - Board of Trustees,City University of New York
FINAL_REC_000100,CUNY Construction Fund - Board of Trustees,City University Construction Fund,,Active,Authority or Public Benefit Corporation,,https://www.cuny.edu/about/administration/offices/fpcm/cucf/,,CUCF,,,,1966.0,,,,,,True,,City University Construction Fund,City University Construction Fund,,,,,CUNY Construction Fund - Board of Trustees,City University Construction Fund
FINAL_REC_000101,Graduate Education Task Force,Graduate Education Task Force,,Dissolved,"Advisory, Oversight, or Regulatory Body",,https://www.cuny.edu/academics/current-initiatives/grad-ed-task-force/,,,,,,,,,,,,False,,,,,,,,CUNY Task Force,
FINAL_REC_000102,Civic Engagement Commission,Civic Engagement Commission,Civic Engagement Commission (CEC),Active,Mayoral Agency,"The Civic Engagement Commission strives to enhance civic participation, promote civic trust, and strengthen democracy in New York City.",https://www.nyc.gov/site/civicengagement/index.page,,CEC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civic+Engagement+Commission+%28CEC%29,2019.0,Sarah Sayeed,Chair and Executive Director,https://www.nyc.gov/site/civicengagement/about/contact.page,,,True,Civic Engagement Commission,,,Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission (CEC),Civic Engagement Commission,Civic Engagement Commission
FINAL_REC_000103,Civil Service Commission,Civil Service Commission,Civil Service Commission (CSC),Active,"Advisory, Oversight, or Regulatory Body",The Civil Service Commission functions as a quasi-judicial body for individual appeals from disciplinary actions and appeals from decisions of the Commissioner of the Department of Citywide Administrative Services and acts as guardian of the City's merit system.,https://www.nyc.gov/site/csc/index.page,,CSC,,134.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civil+Service+Commission,1883.0,Nancy G. Chaffetz,Commissioner and Chair,https://www.nyc.gov/site/csc/about/send-a-message-to-chair.page,,,True,Civil Service Commission,Civil Service Commission,"Civil Service Commission, City",Civil Service Commission,Civil Service Commission (CSC),Civil Service Commission (CSC),Civil Service Commission (CSC),Civil Service Commission,Civil Service Commission
FINAL_REC_000104,Civil Service Commission Screening Committee,Civil Service Commission Screening Committee,,Duplicate,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Civil Service Commission Screening Committee,
FINAL_REC_000105,Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board (CCRB),Active,"Advisory, Oversight, or Regulatory Body",The agency takes complaints from people who believe they’ve experienced misconduct by a NYC police officer and want to file a complaint. The CCRB is impartial and not part of the police department.,https://www.nyc.gov/site/ccrb/index.page,,CCRB,,54.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Civilian+Complaint+Review+Board+%28CCRB%29,1953.0,Jonathan Darche,Executive Director,https://www.nyc.gov/site/ccrb/about/contact/email-executive-director.page,,,True,Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board,Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board (CCRB),Civilian Complaint Review Board ,Civilian Complaint Review Board
FINAL_REC_000106,Climate Change Adaptation Taskforce,Climate Change Adaptation Taskforce,,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Climate Change Adaptation Taskforce,
FINAL_REC_000107,Climate Mobilization Advisory Board,Climate Mobilization Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Climate Mobilization Advisory Board,
FINAL_REC_000108,Commercial Waste Zone Safety Task Force,Commercial Waste Zone Safety Task Force,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Commercial Waste Zone Safety Task Force,
FINAL_REC_000109,Commission to Combat Police Corruption,"Combat Police Corruption, Commission to",Commission to Combat Police Corruption (CCPC),Active,"Advisory, Oversight, or Regulatory Body","The Commission to Combat Police Corruption was created in 1995 as a permanent board to monitor and evaluate the anti-corruption programs, activities, commitment, and efforts of the New York City Police Department, and is completely independent of the NYPD.",https://www.nyc.gov/site/ccpc/index.page,,CCPC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+to+Combat+Police+Corruption+%28CCPC%29,1995.0,Kathy Hirata Chin,Acting Chair,https://www.nyc.gov/site/ccpc/about/email-the-chairperson.page,,,True,Commission to Combat Police Corruption,,"Police Corruption, Commission To Combat",Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption (CCPC),Commission to Combat Police Corruption,Commission to Combat Police Corruption
FINAL_REC_000110,Commission on Community Reinvestment and the Closure of Rikers Island,"Community Reinvestment and the Closure of Rikers Island, Commission on",,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Commission on Community Reinvestment and the Closure of Rikers Island,
FINAL_REC_000111,Commission on Gender Equity,"Gender Equity, Commission on",Commission on Gender Equality (CGE),Active,"Advisory, Oversight, or Regulatory Body","Mayor de Blasio established New York City’s Commission on Gender Equity (CGE) through Executive Order Number 10. This Commission is an advisory body that supports City agencies in dismantling institutional barriers for women and girls regardless of race, ethnicity, class, gender identity and sexual orientation and helps achieve the Mayor’s commitment to reduce gender-based inequity.",https://www.nyc.gov/content/genderequity/pages/,,CGE,,,,2015.0,Jacqueline Ebanks,Executive Director,https://www.nyc.gov/site/genderequity/contact/contact.page,,,True,,,,,Commission on Gender Equity (CGE),Commission on Gender Equity (CGE),Commission on Gender Equity (CGE),Commission on Gender Equity,Commission on Gender Equity
FINAL_REC_000112,Commission on Public Information and Communication,"Public Information and Communication, Commission on",,Active,"Advisory, Oversight, or Regulatory Body",,https://council.nyc.gov/public-advocate/copic/,,,,,,,,,,,,True,,,,,,,,Commission on Public Information and Communication,
FINAL_REC_000113,Commission on Racial Equity,"Racial Equity, Commission on",NYC Commission on Racial Equity,Active,"Advisory, Oversight, or Regulatory Body","The Commission on Racial Equity is a new independent 15-member commission responsible for holding government accountable to advancing racial equity in government operations and uplifting community voices in government decision making. CORE provides accountability for New Yorkers, regularly evaluating the City’s progress on its racial requirements and goals. CORE will be composed of diverse New Yorkers with equity expertise and/or relevant lived experience, serving as a conduit to bring historically excluded communities and voices into government decision-making. CORE’s independent commission composed of 15 commissioners, including one Chair Executive Director, jointly appointed by the Mayor and New York City Council Speaker. Other CORE commissioners will be appointed by the Mayor, City Council Speaker, City Comptroller, and Public Advocate. City officials appointing commissioners to CORE are required to consider individuals that represent or have advocated for historically excluded voices, including people with lived experience of marginalization and individuals who have never served on a government board or commission before.",https://www.nyc.gov/content/core/pages/,,CORE,,,,2022.0,Linda Tigani,Chair & Executive Director,https://www.nyc.gov/content/core/pages/contact-us,,,True,Commission on Racial Equity,,,,NYC Commission on Racial Equity,NYC Commission on Racial Equity,,Commission on Racial Equity,
FINAL_REC_000114,Commission on Women's Issues,"Women's Issues, Commission on",,Reorganized,"Advisory, Oversight, or Regulatory Body",,https://council.nyc.gov/committees/women-and-gender-equality/,,CWI,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Commission+on+Women%27s+Issues+%28CWI%29,1975.0,,,,,,False,,,,Commission on Women’s Issues (CWI),,,,,
FINAL_REC_000115,Committee on City Healthcare Services,"City Healthcare Services, Committee on",,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,2018.0,,,,,,False,,,,,,,,Committee on City Healthcare Services,
FINAL_REC_000116,Community Action Board at the NYC Department of Youth and Community Development,Community Action Board at the NYC Department of Youth and Community Development,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Community Action Board – Dept. of Youth and Community Development,
FINAL_REC_000117,Community Affairs Unit,"Community Affairs Unit, Mayor's",Community Affairs Unit (CAU),Active,Mayoral Office,The Community Affairs Unit works with neighborhood groups and City Agencies to improve the quality of life in NYC by delivering services more efficiently.,https://www.nyc.gov/site/cau/index.page,,CAU,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Community+Affairs+Unit+%28CAU%29,2011.0,Fred Kreizman,Commissioner,https://www.nyc.gov/site/cau/connected/contact-cau.page,,,True,Mayor's Community Affairs Unit,,,Mayor’s Community Affairs Unit (CAU),Community Affairs Unit (CAU),Community Affairs Unit (CAU),Mayor's Community Affairs Unit (CAU),Community Affairs Unit,Community Affairs Unit
FINAL_REC_000118,Community Boards,Community Boards,Community Boards (CB),Active,"Advisory, Oversight, or Regulatory Body","Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www.nyc.gov/site/communityboards/index.page,,CB,,,,1951.0,,,https://www.nyc.gov/site/cau/community-boards/community-boards.page,To find more info on individual Community Boards visit https://data.cityofnewyork.us/City-Government/NYC-Community-Boards/ruf7-3wgc/about_data,,True,,,,,Community Boards (CB),Community Boards (CB),,Community Boards,
